lat,lon,quadkey,country,date_time,n_baseline,n_crisis,n_difference,density_baseline,density_crisis,percent_change,clipped_z_score,ds
45.315460411312,9.1378784179688,1202213223111313,IT,2021-04-05 0800,24.499565408726635,39.610567828145605,15.11100241941897,8.236449711882318e-05,0.0001593519684696927,59.25984297068678,2.272034773907767,2021-05-04
45.423515841436,9.5498657226562,1202213231203012,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-0.061068112273123816,-0.006363026933555747,2021-05-04
45.542907855238,9.5223999023438,1202213231002121,IT,2021-04-05 0800,22.201962807319273,35.87424630133619,13.67228349401692,7.464024243566009e-05,0.00014432087392149214,58.92727097081576,2.842743187564507,2021-05-04
45.581367435192,9.3905639648438,1202213230101101,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-16.062091691537297,-1.5968094702239664,2021-05-04
45.508271723034,9.2312622070312,1202213230030022,IT,2021-04-05 0800,174.71021999226926,182.87584651968768,8.165626527418425,0.0005873540681687604,0.000735703316723645,4.647212056178456,0.6832750451968536,2021-05-04
45.396521336615,9.2752075195312,1202213230231000,IT,2021-04-05 0800,51.137893458982596,60.926156482821696,9.7882630238391,0.00017191924869674558,0.00024510385735827724,18.773798430386577,1.2994035093882317,2021-05-04
45.596743895546,9.0335083007812,1202213203323300,IT,2021-04-05 0800,29.436152882872232,11.537797478580151,-17.898355404292083,9.896069129646582e-05,4.641616722065754e-05,-58.80623439227195,-2.946460166486603,2021-05-04
45.311597470878,9.4180297851562,1202213232110230,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-0.13639427171173685,-0.013658055977153706,2021-05-04
45.527516651511,9.5114135742188,1202213231002231,IT,2021-04-05 0800,66.3826526734728,74.7318383501829,8.349185676710093,0.00022317023643678862,0.0003006436464159627,12.390704944741659,1.1763321645288294,2021-05-04
45.48131776523,9.3411254882812,1202213230122120,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-44.70518687537252,-2.3023018976390963,2021-05-04
45.350215026346,9.2092895507812,1202213230223300,IT,2021-04-05 0800,11.168580155378768,16.705090970026312,5.536510814647544,3.754737982827149e-05,6.720401336048213e-05,45.49841266567398,2.1676141702380285,2021-05-04
45.619800688047,9.4400024414062,1202213212330330,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-61.15913019478565,-1.9883429951699438,2021-05-04
45.508271723034,9.1543579101562,1202213230020032,IT,2021-04-05 0800,48.0709656294977,38.44132939720602,-9.62963623229168,0.0001616086181136712,0.0001546481619908508,-19.623897978692074,-1.9320807333222876,2021-05-04
45.554448493612,9.2916870117188,1202213230011233,IT,2021-04-05 0800,49.23215710984966,56.826602110397474,7.594445000547815,0.0001655123997009064,0.00022861148941423208,15.118691765396383,1.021730760513921,2021-05-04
45.569832325584,8.9950561523438,1202213221100123,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-9.849508721908784,-0.6790775813016724,2021-05-04
45.539060449225,9.1213989257812,1202213221113122,IT,2021-04-05 0800,65.81456293619857,65.8820163607621,0.06745342456352432,0.0002212603892722226,0.0002650411132551399,0.10095617122862242,0.016932016219931633,2021-05-04
45.50442194749,9.3191528320312,1202213230120200,IT,2021-04-05 0800,18.70323161479949,20.401695376933187,1.6984637621336987,6.287794255734522e-05,8.207532728483818e-05,8.620229388451937,1.2214167287185853,2021-05-04
45.535212779933,9.0499877929688,1202213221103311,IT,2021-04-05 0800,63.504021238504016,68.25711725604263,4.753096017538617,0.00021349263495381752,0.00027459606345477203,7.368681713600483,0.7810907334049706,2021-05-04
45.450497444729,9.4345092773438,1202213230310121,IT,2021-04-05 0800,\N,\N,\N,\N,\N,24.766299630463852,2.56122311384197,2021-05-04
45.569832325584,9.0005493164062,1202213221100132,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-24.722217083036725,-1.9655263270880987,2021-05-04
45.619800688047,9.4619750976562,1202213212331230,IT,2021-04-05 0800,21.102394713047065,23.54859776248356,2.4462030494364946,7.094363102146846e-05,9.473520865526134e-05,11.067592816051278,1.1648468989984029,2021-05-04
45.512121235295,9.3685913085938,1202213230121021,IT,2021-04-05 0800,30.4245009473845,39.47028935997081,9.045788412586312,0.00010228339477931695,0.00015878763295866063,28.7857822395719,1.540799203986078,2021-05-04
45.311597470878,9.2807006835938,1202213232011221,IT,2021-04-05 0800,\N,\N,\N,\N,\N,18.1282190488236,2.444002163388449,2021-05-04
45.350215026346,9.2916870117188,1202213230233211,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-60.27725242724994,-2.4850803128084737,2021-05-04
45.508271723034,9.0390014648438,1202213221121123,IT,2021-04-05 0800,\N,\N,\N,\N,\N,-49.079550046332216,-2.4541435754325818,2021-05-04
45.512121235295,9.1708374023438,1202213230020121,IT,2021-04-05 0800,135.38916371336992,122.65507845367463,-12.734085259695291,0.0004551615589318866,0.0004934372129982331,-9.336581377136927,-0.9774294574870591,2021-05-04
45.400378484343,9.0499877929688,1202213221303333,IT,2021-04-05 0800,\N,\N,\N,\N,\N,8.513875750294329,0.9602875572505019,2021-05-04
45.435080965473,9.0884399414062,1202213221310330,IT,2021-04-05 0800,106.97489447099856,76.24052377944535,-30.73437069155321,0.00035963631356107894,0.00030671303663519836,-28.46436742738219,-4.0,2021-05-04
45.330909539958,9.4949340820312,1202213233000002,IT,2021-04-05 0800,\N,\N,\N,\N,\N,92.93398846791415,4.0,2021-05-04
45.542907855238,9.5333862304688,1202213231002131,IT,2021-04-05 0800,\N,\N,\N,\N,\N,22.206113544104536,1.5119313384650939,2021-05-04
