lat,lon,quadkey,country,date_time,n_baseline,n_crisis,n_difference,density_baseline,density_crisis,percent_change,clipped_z_score,ds
45.512121235295,9.3576049804688,1202213230120131,IT,2020-09-19 1600,20.94150177149452,18.317501076458935,-2.6240006950355834,7.451116155746598e-05,7.172953691886781e-05,-11.959075191674327,-2.161865118155713,2021-01-17
45.48131776523,9.3740844726562,1202213230123030,IT,2020-09-19 1600,\N,\N,\N,\N,\N,65.57241327870202,4.0,2021-01-17
45.354075333705,9.0664672851562,1202213221332032,IT,2020-09-19 1600,\N,\N,\N,\N,\N,8.48226014573862,0.6713380673781367,2021-01-17
45.377231648467,9.0719604492188,1202213221330213,IT,2020-09-19 1600,\N,\N,\N,\N,\N,2.300456352882083,0.2411398024501298,2021-01-17
45.404235368771,9.3301391601562,1202213230302230,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-20.85238362157869,-2.4999015598793486,2021-01-17
45.338632524433,9.2202758789062,1202213230223332,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-15.297884531125703,-0.6135932122247696,2021-01-17
45.415804442263,9.3411254882812,1202213230302122,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-6.420443302690959,-0.5554135542479447,2021-01-17
45.48516912049,9.2916870117188,1202213230033013,IT,2020-09-19 1600,17.65232034204116,16.70085766878938,-0.9514626732517826,6.280805012085359e-05,6.53989199580146e-05,-5.101041885428299,-0.7667429617216852,2021-01-17
45.492871041149,9.2422485351562,1202213230030232,IT,2020-09-19 1600,98.65201294509409,88.89411531824199,-9.757897626852099,0.00035100997792464144,0.0003481006333764921,-9.791972423305157,-1.0208741530242358,2021-01-17
45.496721606548,9.4729614257812,1202213230131320,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-2.733004812776208,-0.27981775497416855,2021-01-17
45.346354455681,9.4894409179688,1202213230333313,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-11.17145970995473,-0.49545160621108386,2021-01-17
45.315460411312,9.4894409179688,1202213232111313,IT,2020-09-19 1600,44.00222616652113,39.717469577244614,-4.284756589276519,0.00015656264858925764,0.00015552971382249906,-9.521210291734661,-1.4685964078233162,2021-01-17
45.55060187743,9.0115356445312,1202213221103000,IT,2020-09-19 1600,24.504439948527278,26.472745655099153,1.9683057065718756,8.718831647333355e-05,0.00010366467450364226,7.717502170383996,1.3288421143502618,2021-01-17
45.423515841436,9.2367553710938,1202213230212003,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-13.679327163779345,-1.7689523828691993,2021-01-17
45.592900175361,9.4125366210938,1202213212332203,IT,2020-09-19 1600,12.501036229126399,10.785167470322577,-1.715868758803822,4.4479461896666876e-05,4.2233657582960415e-05,-12.709163427782679,-1.4549585269162248,2021-01-17
45.450497444729,9.2037963867188,1202213230201031,IT,2020-09-19 1600,345.16487944677647,283.3073326902595,-61.85754675651697,0.0012281180393389993,0.001109403716957248,-17.86938838375939,-1.0508273711132894,2021-01-17
45.415804442263,9.0225219726562,1202213221303032,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-4.092299860145098,-0.34473498281271336,2021-01-17
45.527516651511,9.3960571289062,1202213230103330,IT,2020-09-19 1600,64.45127978546346,58.15843777342102,-6.292842012042435,0.0002293216490909469,0.000227742735867699,-9.614543875488982,-2.1136151671533563,2021-01-17
45.519819469967,9.2916870117188,1202213230031011,IT,2020-09-19 1600,48.9987363755022,42.84291175740137,-6.15582461810083,0.00017434054166814292,0.00016776863873444887,-12.311960390096958,-1.9442394085462196,2021-01-17
45.596743895546,9.0444946289062,1202213203323310,IT,2020-09-19 1600,79.30302376513585,74.93451355352202,-4.368510211613824,0.00028216507489462156,0.00029343620256927727,-5.440032027175601,-1.289370203841981,2021-01-17
45.462057039597,9.4015502929688,1202213230123333,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-5.364401576491712,-0.8089727922751341,2021-01-17
45.350215026346,9.5114135742188,1202213231222211,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-1.9913700524258624,-0.21539351438776616,2021-01-17
45.565986762502,9.4400024414062,1202213230110310,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-11.346867857158381,-0.6019631268606588,2021-01-17
45.55060187743,9.1159057617188,1202213221113011,IT,2020-09-19 1600,48.256809638860034,45.13225391724975,-3.1245557216102853,0.00017170072034391502,0.0001767334780042446,-6.343398495596512,-1.0978299952531065,2021-01-17
45.531364847362,9.2092895507812,1202213230003302,IT,2020-09-19 1600,30.943249515641316,26.68574828167382,-4.257501233967496,0.00011009800008284637,0.00010449877188968467,-13.32832851549048,-1.5197805440608718,2021-01-17
45.330909539958,9.0005493164062,1202213223100112,IT,2020-09-19 1600,\N,\N,\N,\N,\N,11.79776169169005,1.4488844311545408,2021-01-17
45.512121235295,9.0774536132812,1202213221130120,IT,2020-09-19 1600,39.89129994450918,42.023111536096906,2.131811591587727,0.00014193571823719936,0.00016455838150587266,5.213362242043331,0.4352405384206952,2021-01-17
45.404235368771,9.5388793945312,1202213231203220,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-6.583696449410401,-1.2314144546509946,2021-01-17
45.38880625126,9.3740844726562,1202213230321030,IT,2020-09-19 1600,\N,\N,\N,\N,\N,-25.869843362285778,-2.8262761580404585,2021-01-17
45.577522661928,9.2477416992188,1202213230010013,IT,2020-09-19 1600,65.2130050115272,58.27796420718662,-6.935040804340581,0.000232031914667931,0.0002282107896545001,-10.47383486542144,-2.2573670654309543,2021-01-17
